LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,BILL_AMT1,BILL_AMT2,BILL_AMT3,PAY_AMT1,PAY_AMT2,PAY_AMT3,default,total_bill,total_payment,debt_ratio,avg_delay,payment_ratio
280000,1,1,2,27,0,0,0,39664,28033,27292,9022,10006,6000,0,94989,25028,0.3392464286,0,0.2634831402
10000,1,2,1,50,2,2,3,2400,2400,2400,0,0,0,1,7200,0,0.72,2.333333333,0
210000,2,2,1,36,0,0,0,124011,119970,68742,5011,3000,3000,0,312723,11011,1.489157143,0,0.03521007409
100000,1,1,2,26,0,0,0,96644,99119,97195,5000,5900,0,0,292958,10900,2.92958,0,0.03720669857
210000,2,1,2,33,0,0,-2,6309,0,0,0,0,0,1,6309,0,0.03004285714,-0.6666666667,0
500000,2,1,1,37,-1,-1,-1,993,1413,14123,1413,14123,70000,0,16529,85536,0.033058,-1,5.174904713
150000,1,1,1,39,0,0,0,65627,64803,62844,2982,2803,2019,0,193274,7804,1.288493333,0,0.04037790908
390000,2,1,1,40,1,-1,0,30245,227123,211996,66522.18,38142,15152,0,469364,119816.18,1.203497436,0,0.2552734764
100000,2,2,1,26,2,0,0,97361,96265,49380,4732,1500,1500,1,243006,7732,2.43006,0.6666666667,0.03181814441
300000,1,1,1,45,-1,-1,-1,5045,688,6431,688,6495,3681,0,12164,10864,0.04054666667,-1,0.8931272608
80000,1,2,1,46,0,0,0,79656,80382,61813,3211,2800,1200,0,221851,7211,2.7731375,0,0.03250379759
50000,1,2,2,22,1,2,0,50781,45429,28927,41,1617,816,0,125137,2474,2.50274,1,0.01977033172
200000,2,2,2,34,0,0,0,30833,34322,36725,4000,3000,3000,0,101880,10000,0.5094,0,0.09815469179
380000,2,1,1,42,-1,-1,-1,7079,10387,2956,10437,2982,316,0,20422,13735,0.05374210526,-1,0.672559005
90000,2,3,2,25,0,0,0,74818,57334,49899,2400,1502,2006,0,182051,5908,2.022788889,0,0.03245244464
50000,1,1,2,27,2,2,2,6291,6045,7487,0,1550,0,1,19823,1550,0.39646,2,0.07819199919
30000,2,3,2,51,-1,-1,-1,770,-10,390,0,400,3797,0,1150,4197,0.03833333333,-1,3.649565217
300000,1,1,1,44,0,0,0,21507,18505,17036,1379,1008,270,0,57048,2657,0.19016,0,0.04657481419
20000,1,3,1,57,-1,-1,-1,390,390,390,390,390,10728,1,1170,11508,0.0585,-1,9.835897436
50000,2,1,1,47,-1,-1,-1,390,390,390,390,390,2728,0,1170,3508,0.0234,-1,2.998290598
50000,1,1,2,28,0,0,-1,18771,10655,1659,10000,1659,6546,0,31085,18205,0.6217,-0.3333333333,0.5856522438
70000,2,2,3,42,0,0,0,69486,68650,65458,3000,1604,1000,0,203594,5604,2.908485714,0,0.02752536912
230000,2,1,1,34,0,0,0,124824,102327,103506,10001,5000,4500,0,330657,19501,1.43763913,0,0.0589765225
290000,2,2,1,37,0,0,0,277449,271080,280510,52000,40504,20000,0,829039,112504,2.858755172,0,0.1357041104
240000,1,1,1,49,-1,-1,-2,511,-5,-5,0,0,566,0,501,566,0.0020875,-1.333333333,1.129740519
330000,1,1,2,32,-1,2,2,2145,636,0,0,0,4009,0,2781,4009,0.008427272727,1,1.441567781
300000,1,1,1,38,0,0,0,87118,56182,60039,1691,10043,1065,0,203339,12799,0.6777966667,0,0.06294414746
160000,2,1,1,40,-1,-1,-1,326,326,326,326,326,652,1,978,1304,0.0061125,-1,1.333333333
360000,1,1,1,36,0,0,0,28291,31055,33788,3000,3000,3000,0,93134,9000,0.2587055556,0,0.09663495608
60000,2,2,3,49,0,0,2,59902,61336,61792,3400,4500,17,1,183030,7917,3.0505,0.6666666667,0.04325520406
200000,1,1,2,42,0,0,0,163340,168701,172074,8000,8000,6500,0,504115,22500,2.520575,0,0.0446326731
220000,2,1,2,50,0,0,0,216194,222220,225648,11000,10050,2,0,664062,21052,3.018463636,0,0.03170185916
500000,2,2,1,42,0,0,0,350110.68,337495.28,325030.39,17624,14783,3000,0,1012636.35,35407,2.0252727,0,0.0349651679
10000,1,2,2,38,0,0,0,7955,7976,8985,1140,1149,328,1,24916,2617,2.4916,0,0.1050329106
20000,2,2,3,47,1,2,2,17624,18342,17750,1300,0,647,0,53716,1947,2.6858,1.666666667,0.03624618363
50000,2,4,1,33,2,0,-1,24890,25440,26191,1925,28293,0,1,76521,30218,1.53042,0.3333333333,0.3948981325
220000,2,2,2,27,-1,-1,-1,1051,735,419,735,419,1470,1,2205,2624,0.01002272727,-1,1.190022676
140000,1,3,1,38,2,2,2,110674,131306,127701,22500,0,10000,1,369681,32500,2.640578571,2,0.08791363365
80000,2,1,2,27,0,0,0,42414,43770,44455,2039,1724,4094,0,130639,7857,1.6329875,0,0.06014283637
70000,2,1,2,24,0,0,0,69023,70601,70426,3600,2500,2100,0,210050,8200,3.000714286,0,0.03903832421
390000,2,1,1,32,-2,-1,-1,1714,52856,11914,53367,11978,14572,0,66484,79917,0.1704717949,-1.333333333,1.202048613
10000,1,2,1,47,0,0,0,8884,8689,9449,1159,3001,350,0,27022,4510,2.7022,0,0.1669010436
290000,1,1,2,36,0,0,-1,22681,25980,10409,20246,10460,70000,0,59070,100706,0.2036896552,-0.3333333333,1.704858642
280000,1,3,1,47,-1,-1,-2,2479,3554,4746,3564,4792,2384,0,10779,10740,0.03849642857,-1.333333333,0.9963818536
250000,2,2,1,29,0,0,0,180056,179349,30349,4077,1500,1917,0,389754,7494,1.559016,0,0.01922751274
80000,2,2,1,45,3,2,2,34282,35006,34144,1567,0,1243,1,103432,2810,1.2929,2.333333333,0.0271676077
500000,2,2,1,37,0,0,0,207205,208827,203696,9755,7414,6940,0,619728,24109,1.239456,0,0.0389025508
50000,1,2,2,26,0,0,0,47974,48527,49381,2500,2000,324,0,145882,4824,2.91764,0,0.03306782194
20000,1,3,2,23,-1,-1,-1,1706,6354,6849,6394,6849,82,0,14909,13325,0.74545,-1,0.8937554497
50000,2,2,2,23,0,0,-1,16621,8044,917,1037,917,18436,1,25582,20390,0.51164,-0.3333333333,0.7970447971
160000,2,2,1,47,1,-2,-2,0,0,0,0,0,0,1,0,0,0,-1,0
20000,1,2,2,24,2,2,3,1650,1650,1650,0,0,0,1,4950,0,0.2475,2.333333333,0
80000,2,3,1,25,-1,-1,2,550,1606,1422,1606,4,2693,0,3578,4303,0.044725,0,1.202627166
290000,2,2,1,27,0,0,0,284298,281970,276346,14013,16346,0,0,842614,30359,2.905565517,0,0.03602954615
20000,1,3,1,25,0,0,0,15706,16849,17285,1700,1110,1500,0,49840,4310,2.492,0,0.08647672552
30000,2,2,1,37,0,0,0,26168,27442,30165,2000,3500,0,0,83775,5500,2.7925,0,0.06565204417
170000,1,1,2,32,-1,2,0,69013,67397,69518,0,3800,2800,0,205928,6600,1.211341176,0.3333333333,0.03205003691
700000,2,1,1,36,0,0,0,350110.68,337495.28,325030.39,13000,11939,10312,0,1012636.35,35251,1.446623357,0,0.03481111457
50000,1,3,3,58,0,0,0,46199,47179,47445,2023,1289,789,0,140823,4101,2.81646,0,0.02912166336
200000,1,1,2,31,1,-2,-1,0,0,50307,0,50307,28281,0,50307,78588,0.251535,-0.6666666667,1.562168287
20000,1,2,1,27,0,0,0,6599,9315,19067,3000,10000,0,0,34981,13000,1.74905,0,0.3716303136
60000,1,2,1,41,0,0,0,95648,56259,49425,5000,4731,2000,0,201332,11731,3.355533333,0,0.05826694217
160000,1,3,1,42,1,-1,-1,0,1564,-200,1564,0,0,0,1364,1564,0.008525,-0.3333333333,1.146627566
370000,1,2,1,34,-1,-1,-1,13854,3366,2671,3382,2684,13795,0,19891,19861,0.05375945946,-1,0.9984917802
500000,2,3,2,49,0,0,0,207406,207479,211508,15000,10000,23660,0,626393,48660,1.252786,0,0.07768286044
500000,2,2,1,40,-2,-2,-2,240927,18676,9390,1093,9429,3423,0,268993,13945,0.537986,-2,0.05184149773
50000,2,1,2,22,-1,0,0,45107,30617,22324,2000,2000,1000,1,98048,5000,1.96096,-0.3333333333,0.05099543081
140000,2,1,1,36,0,0,0,72462,75297,76441,4000,3000,3000,0,224200,10000,1.601428571,0,0.04460303301
210000,2,2,1,50,-1,-1,-1,390,390,390,390,390,390,1,1170,1170,0.005571428571,-1,1
300000,2,1,1,56,1,-2,-2,0,0,0,0,0,0,1,0,0,0,-1,0
60000,2,2,2,23,0,0,0,55765,56619,54636,2600,1500,1000,1,167020,5100,2.783666667,0,0.03053526524
80000,1,2,1,60,2,2,2,48463,49484,50372,2100,2000,2000,1,148319,6100,1.8539875,2,0.04112756963
50000,1,3,1,48,-1,0,0,50899,50527,50375,2000,2000,2000,0,151801,6000,3.03602,-0.3333333333,0.03952543132
240000,2,2,1,44,0,0,0,21468,15503,17812,3000,3000,2880,0,54783,8880,0.2282625,0,0.1620940803
360000,2,1,2,27,-1,-1,0,1994,5305,4960,5317,1007,2006,0,12259,8330,0.03405277778,-0.6666666667,0.6795007749
140000,2,1,2,24,0,0,0,25118,18948,16923,2000,2001,401,0,60989,4402,0.4356357143,0,0.07217694994
310000,1,1,1,37,0,0,0,190704,194111,144855,7787,6000,7000,0,529670,20787,1.708612903,0,0.0392451904
20000,2,2,2,22,0,0,2,14413,16474,16510,3000,1000,1000,0,47397,5000,2.36985,0.6666666667,0.1054919088
140000,2,2,2,29,0,0,0,46605,35797,36615,2281,1683,929,0,119017,4893,0.8501214286,0,0.04111177395
440000,1,1,1,62,0,0,0,14721,5049,649,4909,499,959,0,20419,6367,0.04640681818,0,0.3118174249
330000,1,2,1,34,0,0,0,17421,18769,17413,1650,1200,510,0,53603,3360,0.1624333333,0,0.06268305878
60000,1,1,2,26,0,0,0,29860,30576,31962,1500,1900,1310,0,92398,4710,1.539966667,0,0.05097512933
120000,2,2,2,23,0,0,0,38842,38973,37708,2300,1200,1000,0,115523,4500,0.9626916667,0,0.03895328203
290000,2,2,2,34,-1,-1,-1,8690,-200,3268,0,3600,800,0,11758,4400,0.04054482759,-1,0.3742133016
20000,1,2,2,26,1,2,2,14437,15509,15498,1600,535,0,0,45444,2135,2.2722,1.666666667,0.04698089957
500000,2,2,1,64,1,-1,-1,493,1086,731,1086,731,561,1,2310,2378,0.00462,-0.3333333333,1.029437229
20000,1,2,2,25,2,2,2,150,150,150,0,0,1000,0,450,1000,0.0225,2,2.222222222
150000,2,3,1,46,2,2,2,11164,11713,11759,1000,500,850,1,34636,2350,0.2309066667,2,0.06784848135
490000,2,2,1,42,-1,-1,-1,15838,11356,25409,11404,25458,86,0,52603,36948,0.1073530612,-1,0.7023933996
170000,1,2,2,24,0,0,0,108717,69632,56537,8092,20121,70000,0,234886,98213,1.381682353,0,0.4181304973
50000,2,1,2,27,1,2,2,2238,3057,1879,2000,0,0,1,7174,2000,0.14348,1.666666667,0.2787844996
150000,1,2,1,40,0,0,0,106396,105332,82191,7041,3000,3116,0,293919,13157,1.95946,0,0.04476403363
390000,1,1,2,41,-1,-1,-1,6782,1466,3273,1466,3273,6965,0,11521,11704,0.02954102564,-1,1.015884038
380000,1,1,2,33,0,0,0,79099,80828,82583,3000,3100,3500,0,242510,9600,0.6381842105,0,0.03958599645
170000,2,2,1,34,1,-2,-1,-81,-200,99730,0,76651.02,0,0,99449,76651.02,0.5849941176,-0.6666666667,0.7707570715
170000,2,2,1,26,0,0,0,55658,48292,23264,5000,1000,375,0,127214,6375,0.7483176471,0,0.05011240901
390000,1,1,1,36,1,-1,-1,0,250,79,250,79,0,1,329,329,0.0008435897436,-0.3333333333,1
30000,2,2,2,28,2,2,2,20218,19607,21778,0,2500,1000,0,61603,3500,2.053433333,2,0.05681541483
300000,2,2,1,48,-1,-1,-1,440,452,0,452,0,0,0,892,452,0.002973333333,-1,0.5067264574
180000,2,1,2,25,-1,-1,-1,23890,2181,21073,2181,21100,0,0,47144,23281,0.2619111111,-1,0.4938274224
360000,2,2,1,27,0,0,0,241584,249687,250227,66522.18,6850,4129,0,741498,77501.18,2.059716667,0,0.1045197425
230000,2,2,1,42,0,0,0,5838,6369,6790,1300,1200,2000,0,18997,4500,0.08259565217,0,0.2368795073
30000,1,3,2,28,1,2,2,25554,28031,28345,3204,1068,0,1,81930,4272,2.731,1.666666667,0.0521420725
400000,2,2,1,45,-1,-1,-1,9083,12641,15377,12658,15384,14757,0,37101,42799,0.0927525,-1,1.153580766
20000,1,2,2,47,2,0,0,19401,19670,19839,1331,2000,688,1,58910,4019,2.9455,0.6666666667,0.06822271261
100000,2,2,2,26,-1,-1,-1,1508,6186,2208,6186,2208,1823,0,9902,10217,0.09902,-1,1.031811755
340000,1,2,1,43,1,-2,-2,-15,-15,-15,0,0,0,1,-45,0,-0.0001323529412,-1,0
30000,2,2,2,22,0,0,0,27849,29094,29352,2000,1200,614,0,86295,3814,2.8765,0,0.04419723043
440000,1,3,1,38,2,-1,2,775,1550,775,1551,1,776,1,3100,2328,0.007045454545,1,0.7509677419
100000,1,2,1,46,2,-1,-1,390,390,370,390,370,0,0,1150,760,0.0115,0,0.6608695652
30000,2,3,2,28,0,0,0,25354,24826,25412,1650,1200,1000,0,75592,3850,2.519733333,0,0.05093131548
20000,1,2,2,43,1,2,0,20251,19637,19539,0,2000,841,1,59427,2841,2.97135,1,0.04780655258
200000,1,2,1,40,1,2,2,303719,268163,228720,5133,0,5857,0,800602,10990,4.00301,1.666666667,0.0137271703
180000,1,2,2,34,0,0,0,167604,162774,148961,6949,6502,3022,0,479339,16473,2.662994444,0,0.03436607495
50000,2,2,2,34,-2,-1,-1,23264,13573,13876,13573,13876,276,0,50713,27725,1.01426,-1.333333333,0.5467040009
210000,2,2,2,27,0,0,0,115583,130020,133963,25000,15103,5000,0,379566,45103,1.807457143,0,0.1188278191
210000,2,2,2,24,0,0,0,94681,96920,98562,3766,3507,3334,0,290163,10607,1.381728571,0,0.03655531546
220000,2,1,1,36,0,0,2,190691,206000,194930,20000,0,5000,0,591621,25000,2.689186364,0.6666666667,0.04225678264
240000,1,1,1,36,2,0,0,183360,187637,191846,8600,8700,7200,0,562843,24500,2.345179167,0.6666666667,0.04352901253
200000,1,2,2,33,0,0,0,6195,2645,3416,1300,1000,500,1,12256,2800,0.06128,0,0.22845953
20000,1,2,2,46,0,0,0,19401,20650,0,1650,0,0,1,40051,1650,2.00255,0,0.04119747322
180000,2,1,1,33,-1,-1,2,13999,17829,6608,4176,65,17087,0,38436,21328,0.2135333333,0,0.5548964512
90000,2,1,2,26,2,0,0,89526,89149,85301,3400,3325,2300,1,263976,9025,2.933066667,0.6666666667,0.03418871413
130000,1,3,1,56,-1,-1,-1,582,0,582,0,582,0,1,1164,582,0.008953846154,-1,0.5
100000,1,1,1,51,2,2,2,87603,93461,95022,8200,4000,3400,1,276086,15600,2.76086,2,0.05650413277
450000,2,1,2,54,1,-2,-2,-81,-200,-200,0,0,6390,0,-481,6390,-0.001068888889,-1,0
210000,1,2,1,42,0,0,0,88498,168938,79989,3555,2253,1404,0,337425,7212,1.606785714,0,0.02137363859
380000,2,2,2,28,0,0,0,123880,105184,69221,7050,6018,3000,0,298285,16068,0.7849605263,0,0.05386794509
20000,2,2,1,39,0,0,2,20246,36350,18910,3000,3000,290,0,75506,6290,3.7753,0.6666666667,0.08330463804
50000,2,1,2,27,0,0,0,51076,50816,47977,2223,1572,1700,0,149869,5495,2.99738,0,0.03666535441
50000,2,1,2,24,-1,-1,-1,1354,1050,-1,1054,0,8000,1,2403,9054,0.04806,-1,3.767790262
160000,1,3,2,42,0,0,2,43753,46869,45856,4100,0,4000,0,136478,8100,0.8529875,0.6666666667,0.05935022494
450000,2,1,1,27,1,-1,-1,-4,969,2226,973,2243,2236,0,3191,5452,0.007091111111,-0.3333333333,1.708555312
30000,1,3,1,47,2,2,2,19150,19149,23888,600,5229,1000,0,62187,6829,2.0729,2,0.1098139483
310000,2,3,1,31,0,0,0,214190,178194,140681,9000,6005,5017,0,533065,20022,1.719564516,0,0.03756014745
50000,1,3,2,26,2,0,0,41827,42650,45930,1800,4000,0,1,130407,5800,2.60814,0.6666666667,0.04447614008
160000,1,3,2,35,0,0,0,38486,39217,40537,1652,1972,1465,0,118240,5089,0.739,0,0.04303958051
170000,1,1,2,31,-1,-1,-1,959,1898,850,1911,850,6390,0,3707,9151,0.02180588235,-1,2.46857297
230000,2,1,2,28,0,-1,0,15714,13171,24589,13171,20015,11000,0,53474,44186,0.2324956522,-0.3333333333,0.8263081124
20000,1,3,2,25,0,0,-1,3556,3271,798,1481,798,798,0,7625,3077,0.38125,-0.3333333333,0.4035409836
50000,2,2,2,22,-2,-2,-2,64498,58261,401,349,595,54061,0,123160,55005,2.4632,-2,0.4466141604
140000,2,3,1,25,-2,-2,-2,76910,22972,28336,1994,18002,3001,0,128218,22997,0.9158428571,-2,0.1793585924
50000,2,2,2,43,1,2,0,48777,47331,48010,0,2000,1000,0,144118,3000,2.88236,1,0.02081627555
280000,2,2,2,31,-2,-2,-2,2419,10499,16243,10517,16494,0,0,29161,27011,0.1041464286,-2,0.9262713899
360000,2,1,2,31,-2,-2,-2,211,70,0,70,0,1600,0,281,1670,0.0007805555556,-2,5.943060498
50000,1,3,2,22,0,0,0,45803,46696,15287,2400,1123,500,0,107786,4023,2.15572,0,0.03732395673
20000,1,2,2,21,0,0,-1,19739,17875,19174,1000,26299,673,0,56788,27972,2.8394,-0.3333333333,0.4925688526
310000,2,2,1,34,0,0,0,87842,42594,26198,3021,1600,1000,0,156634,5621,0.5052709677,0,0.03588620606
260000,2,3,2,33,0,0,-2,7571,3563,2786,1000,2786,14,0,13920,3800,0.05353846154,-0.6666666667,0.2729885057
80000,1,1,1,41,3,2,2,7866,8788,8498,1200,0,800,1,25152,2000,0.3144,2.333333333,0.07951653944
30000,1,3,2,42,1,2,0,13347,12843,13850,0,1227,502,1,40040,1729,1.334666667,1,0.04318181818
340000,2,2,2,29,0,0,0,135538,113464,88629,4093,3000,11115,0,337631,18208,0.9930323529,0,0.05392869731
260000,2,1,2,27,-1,-1,-1,37003,1105,2490,1305,2690,15650,0,40598,19645,0.1561461538,-1,0.4838908321
420000,2,2,1,40,0,0,0,33561,38901,38710,5900,900,101,0,111172,6901,0.2646952381,0,0.06207498291
80000,2,1,1,54,2,2,2,12894,15449,14909,3084,0,550,1,43252,3634,0.54065,2,0.0840192361
400000,1,1,1,36,0,0,0,44765,35776,67887,10006,3072,72,0,148428,13150,0.37107,0,0.08859514377
460000,1,1,1,50,-1,-1,-1,30765,13883,19146,13953,19441,27778,0,63794,61172,0.1386826087,-1,0.958898956
200000,1,2,2,39,0,0,0,31236,31996,32704,1838,1546,1193,0,95936,4577,0.47968,0,0.04770888926
160000,1,2,1,52,-1,-1,2,390,780,390,780,0,1080,0,1560,1860,0.00975,0,1.192307692
70000,1,1,2,26,0,0,0,6121,7064,8143,1200,1200,500,1,21328,2900,0.3046857143,0,0.1359714929
290000,1,3,2,43,-2,-2,-1,170823,174650,123514,8050,76651.02,4274,0,468987,88975.02,1.617196552,-1.666666667,0.1897174549
120000,2,1,2,29,0,0,0,50150,44742,33231,5069,2805,0,0,128123,7874,1.067691667,0,0.06145656908
100000,2,1,2,26,0,0,0,24459,26726,25669,3000,1016,2007,0,76854,6023,0.76854,0,0.0783693757
30000,2,3,1,55,0,0,0,27381,27803,28170,1633,1000,1190,0,83354,3823,2.778466667,0,0.04586462557
30000,2,1,2,23,2,0,0,14546,15570,16882,1265,1577,606,1,46998,3448,1.5666,0.6666666667,0.07336482404
50000,2,1,2,23,0,0,0,33959,35409,36120,2000,1601,1472,0,105488,5073,2.10976,0,0.0480907781
210000,2,1,1,39,-1,-1,-1,4443,3569,1737,3569,1737,2433,1,9749,7739,0.04642380952,-1,0.7938250077
10000,1,3,2,24,1,3,2,5530,5792,6050,500,500,0,1,17372,1000,1.7372,2,0.05756389592
250000,2,1,1,50,-2,-2,-1,18381,2749,5285,2749,5674,9527,0,26415,17950,0.10566,-1.666666667,0.6795381412
230000,2,2,1,31,1,-1,0,0,2716,3648,2716,1000,3000,0,6364,6716,0.02766956522,0,1.055311125
150000,1,1,2,26,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,-2,0
20000,2,1,2,22,1,2,2,21672,22031,21247,1000,18,300,1,64950,1318,3.2475,1.666666667,0.02029253272
150000,2,2,1,41,0,0,0,80435,74826,74485,3349,3200,2700,0,229746,9249,1.53164,0,0.04025750176
20000,1,3,2,48,0,0,0,5861,6728,7739,1119,1130,730,0,20328,2979,1.0164,0,0.1465466352
400000,2,1,2,30,-1,-1,-1,1919,7381,2691,7389,2691,1781,0,11991,11861,0.0299775,-1,0.9891585356
20000,2,2,1,40,2,2,3,17761,21152,20508,4000,0,0,0,59421,4000,2.97105,2.333333333,0.06731626866
440000,2,2,1,45,-1,-1,-1,600,-200,417,0,1937,1800,1,817,3737,0.001856818182,-1,4.574051408
20000,1,2,2,26,-1,-1,-1,1439,1261,390,1261,390,540,0,3090,2191,0.1545,-1,0.7090614887
320000,1,1,2,26,-1,-1,-1,316,316,316,316,316,316,0,948,948,0.0029625,-1,1
300000,1,1,1,37,0,0,-2,41000,0,0,0,0,0,0,41000,0,0.1366666667,-0.6666666667,0
50000,2,3,1,24,-1,-1,2,18965,21647,20731,3000,15,587,0,61343,3602,1.22686,0,0.05871900624
210000,1,1,2,27,0,0,0,110757,113139,119812,5650,10100,4400,0,343708,20150,1.636704762,0,0.05862534477
350000,2,1,2,33,-1,-1,-1,2383,9911,12149,9911,12149,16928,0,24443,38988,0.06983714286,-1,1.59505789
470000,1,1,1,33,-1,-1,-1,1260,2516,181,2530,181,3020,0,3957,5731,0.008419148936,-1,1.448319434
300000,2,1,2,28,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,-2,0
30000,1,2,2,25,2,2,3,1050,1050,1050,0,0,0,1,3150,0,0.105,2.333333333,0
210000,1,2,2,28,0,0,0,180004,184401,171506,9000,7500,5503,0,535911,22003,2.551957143,0,0.04105719047
30000,2,1,1,37,0,0,0,8301,9156,8983,1191,1079,239,0,26440,2509,0.8813333333,0,0.09489409985
200000,2,2,2,27,0,0,0,127843,131352,130884,6579,4734,4368,0,390079,15681,1.950395,0,0.04019954932
140000,1,2,1,41,0,0,0,82309,92682,103265,12682,13265,17188,0,278256,43135,1.987542857,0,0.1550191191
50000,2,1,2,26,0,0,0,45431,45187,34250,1811,1400,606,0,124868,3817,2.49736,0,0.0305682801
10000,1,2,2,32,1,2,0,9001,8322,8630,0,1400,0,1,25953,1400,2.5953,1,0.0539436674
390000,2,2,2,28,0,0,0,116720,121588,121854,7000,5000,4000,0,360162,16000,0.9234923077,0,0.04442445344
50000,2,3,1,50,0,0,0,48173,28233,28610,2235,1612,1200,0,105016,5047,2.10032,0,0.04805934334
50000,2,2,1,25,0,0,0,16221,18965,19602,3000,1500,4600,1,54788,9100,1.09576,0,0.1660947653
30000,2,3,2,31,-1,-1,-1,5477,7314,2970,8011,2970,2587,0,15761,13568,0.5253666667,-1,0.8608590825
50000,2,1,2,31,3,3,3,27166,30190,29421,3769,0,0,1,86777,3769,1.73554,3,0.04343316777
50000,2,1,2,33,1,-2,-1,0,0,12493,0,12493,16000,0,12493,28493,0.24986,-0.6666666667,2.280717202
260000,1,1,3,41,0,0,0,253795,253126,253218,9269,9090,9034,0,760139,27393,2.923611538,0,0.03603683011
50000,2,1,2,34,1,-2,-2,0,0,0,0,0,0,0,0,0,0,-1,0
140000,1,1,2,28,-1,-1,-1,639,8358,2620,8358,2620,2077,0,11617,13055,0.08297857143,-1,1.123784109
490000,1,1,2,28,0,0,0,350110.68,337495.28,325030.39,15358,15049,14500,0,1012636.35,44907,2.066604796,0,0.04434662058
60000,2,2,2,24,1,2,0,60425,57786,55272,28,2500,2000,1,173483,4528,2.891383333,1,0.02610054011
80000,1,1,2,39,2,0,0,62281,63774,68204,2500,5500,3000,1,194259,11000,2.4282375,0.6666666667,0.05662543306
80000,1,1,2,26,0,0,0,51533,45147,45921,1800,1800,1690,0,142601,5290,1.7825125,0,0.03709651405
290000,1,1,2,28,0,0,0,162118,150366,148949,6000,6000,5000,0,461433,17000,1.591148276,0,0.03684175167
280000,1,2,2,28,0,0,0,104451,105960,100542,4470,4188,5000,0,310953,13658,1.110546429,0,0.0439230366
130000,1,2,2,29,0,0,0,111731,108635,108842,6000,6000,5000,0,329208,17000,2.532369231,0,0.05163908532
20000,1,3,1,52,-1,-1,-1,2912,390,780,390,780,780,0,4082,1950,0.2041,-1,0.4777070064
50000,1,2,2,31,0,0,0,48548,49579,27496,2032,1304,1500,1,125623,4836,2.51246,0,0.03849613526
330000,2,1,2,28,1,-1,2,963,11,11,504,0,0,0,985,504,0.002984848485,0.6666666667,0.5116751269
150000,2,3,2,40,0,-1,-1,95943,1473,1863,32153,1863,0,1,99279,34016,0.66186,-0.6666666667,0.3426303649
150000,2,2,2,26,0,0,0,96739,98351,100369,4000,4500,4000,0,295459,12500,1.969726667,0,0.04230705445
210000,1,2,3,27,0,0,0,81387,82679,84014,3883,4000,3008,0,248080,10891,1.181333333,0,0.04390116092
10000,1,2,3,28,0,0,0,5757,6805,7662,1300,1128,500,1,20224,2928,2.0224,0,0.144778481
300000,2,3,1,32,0,0,0,15003,14469,15200,1469,1200,3000,0,44672,5669,0.1489066667,0,0.1269027579
140000,2,2,2,35,0,0,0,140387,129846,87849,5509,7124,2866,0,358082,15499,2.557728571,0,0.04328338202
50000,2,2,2,26,1,-2,-2,0,0,0,0,0,0,0,0,0,0,-1,0
140000,1,1,2,30,-1,-1,-1,1750,1003,0,1003,0,440,0,2753,1443,0.01966428571,-1,0.5241554668
50000,2,2,1,32,0,0,0,46610,45005,43448,2021,1500,700,0,135063,4221,2.70126,0,0.03125208236
500000,1,1,2,35,-1,0,0,1369,6138,20424,4769,19629,157,0,27931,24555,0.055862,-0.3333333333,0.879130715
500000,2,3,1,36,0,0,0,70016,70837,63488,2568,2000,1285,0,204341,5853,0.408682,0,0.02864329723
20000,1,2,2,38,2,-1,-1,1442,1261,390,1261,390,390,0,3093,2041,0.15465,0,0.6598771419
420000,1,1,1,47,-1,-1,-1,10517,15571,9090,15585,9100,9628,0,35178,34313,0.08375714286,-1,0.9754107681
60000,1,2,1,37,1,2,3,22007,24360,26647,3000,3000,2000,1,73014,8000,1.2169,2,0.109568028
60000,1,2,1,37,0,0,0,30010,34169,38551,5000,5000,5000,0,102730,15000,1.712166667,0,0.1460138226
190000,2,2,2,35,0,0,0,158360,113702,95214,4800,4300,3600,0,367276,12700,1.933031579,0,0.03457889979
220000,1,1,1,48,3,2,2,2500,2500,0,0,0,0,1,5000,0,0.02272727273,2.333333333,0
110000,2,2,2,28,2,2,2,86774,88702,89655,4200,3300,3300,1,265131,10800,2.410281818,2,0.04073458026
290000,1,2,1,33,-1,-1,-1,1300,0,500,0,500,1000,0,1800,1500,0.006206896552,-1,0.8333333333
50000,2,2,1,25,2,0,0,50105,50802,49988,2300,1305,1000,0,150895,4605,3.0179,0.6666666667,0.0305179098
110000,2,2,2,39,0,0,0,210804,107572,100475,5426,4244,1837,0,418851,11507,3.807736364,0,0.02747277672
230000,2,2,1,35,-2,-2,-2,2132,1520,3543,1531,3553,3351,0,7195,8435,0.0312826087,-2,1.172341904
250000,2,1,1,42,-1,-1,-2,16240,0,0,0,0,0,0,16240,0,0.06496,-1.333333333,0
100000,1,1,2,26,0,0,0,7136,8515,9749,1500,1500,4500,0,25400,7500,0.254,0,0.2952755906
30000,2,1,2,23,0,0,0,29064,27368,30475,2000,5026,0,0,86907,7026,2.8969,0,0.08084504125
230000,1,1,1,47,1,-2,-2,0,0,0,0,0,0,0,0,0,0,-1,0
50000,1,2,1,29,0,0,0,49660,47359,45517,2000,1500,2000,1,142536,5500,2.85072,0,0.038586743
